func,layer_idx,S,T,C,seed,ckpt,src,tgt,hyp,comet_score
norm_ratio,3,1.1735639283946966,2.5566410265061337,2.1998124337216027,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
norm_ratio,4,1.3013128577090152,3.462665189034404,3.0250504576153343,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
norm_ratio,5,1.0101125738128975,4.054085759285253,3.4694573266399975,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
norm_ratio,6,1.1515970139469873,2.318179611692383,2.1389396464436006,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
spim,0,0.0,1.0000000000000002,0.0,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
spim,1,0.25727371028966267,1.0393673400518273,-0.2966410503414902,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
spim,2,0.42466514807722505,1.3144538460267428,-0.7391189941039685,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
spim,3,0.6507640162160929,1.1432766828201222,-0.7940406990362149,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
spim,4,0.6872275670936804,1.7759390370346289,-1.4631666041283091,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
spim,5,0.5095661896110409,2.8727816553364596,-2.3823478449475,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
spim,6,0.9346491105331278,0.9183410829401898,-0.8529901934733175,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
cosine,0,,1.0000000000000002,,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
cosine,1,0.3967225750421163,0.6918487265169944,-0.26519165064299904,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
cosine,2,0.4035687295083048,0.38490567759372607,-0.15819022616365747,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
cosine,3,0.5621426717560272,0.2910462595533915,-0.2493992104373076,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
cosine,4,0.5405987513151171,0.3935682344210724,-0.3961554349291808,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
cosine,5,0.5356840618309993,0.6491586177282455,-0.6456453923361597,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
cosine,6,0.8201410444121325,0.3530405452130993,-0.36930075481195135,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
l2,0,18.89154051149409,0.0,18.89154051149409,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
l2,1,11.594467273918646,14.123991722082053,20.65199692817263,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
l2,2,11.108522399332882,26.14264826687481,27.628985738447113,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
l2,3,12.017382344283622,32.70427222344493,34.578259881877436,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
l2,4,15.065100971013518,45.221848310322336,50.59812916575554,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
l2,5,18.83435825507153,74.28527578827772,88.7258242259256,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
l2,6,26.382074707990004,95.54194805341147,114.45161862519362,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
norm_ratio,0,0.0,1.0,0.0,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
norm_ratio,1,0.5402052165171213,1.5168407563165522,1.049521122175293,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
norm_ratio,2,0.8935086557121953,2.5286689877394877,2.128158559999185,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
norm_ratio,3,1.1609778649269518,2.675517731536497,2.3028408512872494,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
norm_ratio,4,1.2948054354278336,3.490655499210426,3.0844463283169636,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
norm_ratio,5,1.0215077586701378,4.070640853630846,3.5021871016827677,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
norm_ratio,6,1.1713998459829817,2.5495306722560387,2.353082253411597,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
spim,0,0.0,1.0000000000000002,0.0,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
spim,1,0.22955407893448504,1.0723421173394059,-0.30189619627389097,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
spim,2,0.3711868299294053,1.3065954989095805,-0.6777823288389863,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
spim,3,0.6817752776752128,1.1232013005722992,-0.8049765782475118,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
spim,4,0.7565604376579695,1.61869200751168,-1.3752524451696497,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
spim,5,0.5850725375705566,2.7866834908868494,-2.371756028457406,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
spim,6,0.9613434588375166,0.9122122328547744,-0.8735556916922911,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
cosine,0,,1.0,,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
cosine,1,0.5423303129627264,0.76555581291059,-0.44655028520308354,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
cosine,2,0.6005518497675314,0.6290328933227629,-0.514128760073065,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
cosine,3,0.7307933990802233,0.5724909862183314,-0.5746372977316089,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
cosine,4,0.76682209147067,0.6000585926592049,-0.6252742707405571,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
cosine,5,0.8128899805581774,0.7596467984667609,-0.7620520878088534,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
cosine,6,0.8276685780354921,0.3860961088590577,-0.39121928996705685,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
l2,0,18.75362215370515,0.0,18.75362215370515,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
l2,1,9.32003046412798,11.91065677609997,20.94680277094317,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
l2,2,6.941262370769531,22.548134661531343,29.65144488890455,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
l2,3,7.009846817318515,26.636055112877706,34.083426439202235,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
l2,4,9.669560678980483,42.53395739094061,55.367876452817406,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
l2,5,15.136594422504473,92.81720236148489,125.44587916535406,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
l2,6,28.28009781543112,107.10312349128586,140.18169496650634,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
norm_ratio,0,0.0,1.0,0.0,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
norm_ratio,1,0.5355545211883935,1.5938734177577973,1.1925570663327516,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
norm_ratio,2,0.8527850860626963,3.1418630975409854,2.9036982407194993,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
norm_ratio,3,1.0647948100090032,3.325231538936098,3.0715176570860336,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
norm_ratio,4,1.3464917942403758,4.409828439885786,4.3972792725502075,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
norm_ratio,5,1.2324997860001805,5.069568192910791,5.106200608040348,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
norm_ratio,6,1.292605353286623,2.9941708948614454,3.123040179277828,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
spim,0,0.0,1.0,0.0,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
spim,1,0.3030711552697464,1.231285425866662,-0.5343565811364083,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
spim,2,0.5410106197819408,2.1152409424601726,-1.6562515622421135,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
spim,3,0.8000833209177531,2.12871598457985,-1.9287993054976027,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
spim,4,1.069089556265318,2.7814777412013982,-2.8505672974667164,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
spim,5,1.0388667473792843,3.9019125960147076,-3.940779343393991,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
