func,layer_idx,S,T,C,seed,ckpt,src,tgt,hyp,comet_score
norm_ratio,0,0.0,1.0,0.0,mul-eng,111000,"Я никогда не видел, чтобы Том кому-нибудь помогал.",I've never seen Tom help anybody.,I've never seen Tom help anyone.,0.9646
norm_ratio,1,0.7104614142742185,1.8664554661689918,0.9600806598417796,mul-eng,111000,"Я никогда не видел, чтобы Том кому-нибудь помогал.",I've never seen Tom help anybody.,I've never seen Tom help anyone.,0.9646
norm_ratio,2,1.597447004712205,3.4858546573924802,2.1062851424172555,mul-eng,111000,"Я никогда не видел, чтобы Том кому-нибудь помогал.",I've never seen Tom help anybody.,I've never seen Tom help anyone.,0.9646
norm_ratio,3,1.8130150128474425,3.4891600398519547,2.136312797471611,mul-eng,111000,"Я никогда не видел, чтобы Том кому-нибудь помогал.",I've never seen Tom help anybody.,I've never seen Tom help anyone.,0.9646
norm_ratio,4,2.5668703388914285,5.310971299068608,3.024042932676856,mul-eng,111000,"Я никогда не видел, чтобы Том кому-нибудь помогал.",I've never seen Tom help anybody.,I've never seen Tom help anyone.,0.9646
norm_ratio,5,2.7453277843012054,6.289773666949021,3.572082712409121,mul-eng,111000,"Я никогда не видел, чтобы Том кому-нибудь помогал.",I've never seen Tom help anybody.,I've never seen Tom help anyone.,0.9646
norm_ratio,6,2.5832135098580413,6.321934174355018,3.7394461197925533,mul-eng,111000,"Я никогда не видел, чтобы Том кому-нибудь помогал.",I've never seen Tom help anybody.,I've never seen Tom help anyone.,0.9646
spim,0,0.0,1.0000000000000002,0.0,mul-eng,111000,"Я никогда не видел, чтобы Том кому-нибудь помогал.",I've never seen Tom help anybody.,I've never seen Tom help anyone.,0.9646
spim,1,0.08331226132054236,1.1810677455696095,-0.26438000689015195,mul-eng,111000,"Я никогда не видел, чтобы Том кому-нибудь помогал.",I've never seen Tom help anybody.,I've never seen Tom help anyone.,0.9646
spim,2,0.054783653269514745,1.5866094423918295,-0.6413930956613446,mul-eng,111000,"Я никогда не видел, чтобы Том кому-нибудь помогал.",I've never seen Tom help anybody.,I've never seen Tom help anyone.,0.9646
spim,3,0.1628894857321059,1.5772603493803812,-0.7401498351124863,mul-eng,111000,"Я никогда не видел, чтобы Том кому-нибудь помогал.",I've never seen Tom help anybody.,I've never seen Tom help anyone.,0.9646
spim,4,-0.6452988306516344,3.2975465463350306,-1.652247715683396,mul-eng,111000,"Я никогда не видел, чтобы Том кому-нибудь помогал.",I've never seen Tom help anybody.,I've never seen Tom help anyone.,0.9646
spim,5,-0.7068111976617977,3.4735520660366896,-1.7667408683748909,mul-eng,111000,"Я никогда не видел, чтобы Том кому-нибудь помогал.",I've never seen Tom help anybody.,I've never seen Tom help anyone.,0.9646
spim,6,-0.17068070517266948,2.3534108453237783,-1.1827301401511088,mul-eng,111000,"Я никогда не видел, чтобы Том кому-нибудь помогал.",I've never seen Tom help anybody.,I've never seen Tom help anyone.,0.9646
cosine,0,,1.0,,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
cosine,1,0.033589013626815795,0.6749243615152778,-0.27111789419426713,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
cosine,2,0.22053933732846842,0.46294749868727486,-0.17698237684414375,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
cosine,3,0.297803898033307,0.359268266771567,-0.20671839871464612,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
cosine,4,-0.10660348296053974,0.5102633362133419,-0.4191724279525321,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
cosine,5,-0.26484834883918656,0.49202458750147754,-0.44617284136784724,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
cosine,6,-0.24639827733733485,0.42061865269678206,-0.3914853930878108,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
l2,0,19.094849812570523,0.0,19.094849812570523,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
l2,1,15.367181565948636,18.985962985722434,20.161909860932784,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
l2,2,22.7190949532235,41.409823928033006,31.092721210689923,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
l2,3,36.8511506174856,71.4213787253577,47.697546856290245,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
l2,4,69.72720646168399,130.90046406971618,78.37800947909179,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
l2,5,98.35424867054049,192.52543766645667,112.41309764431206,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
l2,6,210.95879418899474,430.6072084902915,254.6587587340792,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
norm_ratio,0,0.0,1.0,0.0,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
norm_ratio,1,0.6926084913237491,1.9115387631933354,0.9413198916204242,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
norm_ratio,2,1.8766353840829997,4.000777685885479,2.2172655941023205,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
norm_ratio,3,3.0608309822806956,6.1563057593062975,3.3440988544310573,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
norm_ratio,4,5.424178009665443,11.397808782226877,5.819827417039933,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
norm_ratio,5,6.035215205928011,13.090888095653678,6.7536656983782075,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
norm_ratio,6,5.2926411140072975,11.893796263763996,6.340028712688811,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
spim,0,0.0,1.0,0.0,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
spim,1,-0.010195538133791766,1.3179314484086646,-0.3077359102748728,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
spim,2,-0.5532163670930335,2.7268994215815456,-1.1736830544885133,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
spim,3,-1.1380180190756033,4.080542707743309,-1.9425246886677061,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
spim,4,-3.600843089759478,9.072745357344896,-4.47190226758542,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
spim,5,-3.2546553866909576,8.458419399639594,-4.203764012948636,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
spim,6,-1.6996525937180902,5.450868488022812,-2.7512158943047216,mul-eng,111000,Вы подвели Тома.,You let Tom down.,You cheated on Tom.,0.6827
cosine,0,,1.0000000000000002,,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
cosine,1,0.21166365241483395,0.6628009559204416,-0.11476413460340623,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
cosine,2,0.4524910726186578,0.38203241718790637,0.0018620829676620867,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
cosine,3,0.4978805476160674,0.20765109628258946,-0.03250315601806061,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
cosine,4,0.1148413165956327,0.4173784432744188,-0.22732926928477337,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
cosine,5,-0.1254027835784216,0.4344473707561434,-0.3154682428633275,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
cosine,6,-0.10004691984884519,0.3652621856719516,-0.2908769698371741,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
l2,0,18.94898183291163,0.0,18.94898183291163,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
l2,1,15.465090964888635,17.248381483292757,19.188864071239404,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
l2,2,17.924417039581968,30.295011248536937,24.335335772854922,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
l2,3,23.052570749438996,42.86397552969227,31.131409146759093,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
l2,4,38.296485888495326,64.67202461800022,43.66559306215496,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
l2,5,58.74910063299703,108.74991242382704,69.0977087166453,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
l2,6,117.37415252929081,233.20914976050528,147.71148336405176,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
norm_ratio,0,0.0,1.0,0.0,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
norm_ratio,1,0.6562480090971341,1.5760304028332899,0.7637219657260765,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
norm_ratio,2,1.3667885469341743,2.4587992856095187,1.4223996805048342,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
norm_ratio,3,1.8477650402271673,3.1252303553810488,1.799397320419223,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
norm_ratio,4,2.608805443774393,5.117708159215554,2.6535753314387693,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
norm_ratio,5,3.1628178105127973,6.842429436439363,3.586694175334021,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
norm_ratio,6,3.0949086637794654,6.977234906507141,3.8169161735060126,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
spim,0,0.0,1.0000000000000002,0.0,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
spim,1,0.0842826811785907,1.064387072910449,-0.14866975408904023,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
spim,2,0.04118118422506634,1.3953199677388697,-0.4365011519639362,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
spim,3,-0.01209757262333101,1.6869334983604432,-0.6748359257371118,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
spim,4,-0.9994552595261491,3.508885100597351,-1.5094298410712008,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
spim,5,-1.2059175052863995,3.9431771073372386,-1.7372596020508382,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
spim,6,-0.5279870095340468,2.783765881144411,-1.2557788716103646,mul-eng,111000,Я веду дневник.,I keep a diary.,I'm running a diary.,0.7954
cosine,0,,1.0,,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
cosine,1,0.010063255616586914,0.6508625992276288,-0.2749313198070196,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
cosine,2,0.19248574601824725,0.4174511882232073,-0.16462544101633944,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
cosine,3,0.28748749659323136,0.35288808486788575,-0.19268840683990526,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
cosine,4,0.036229103008666406,0.5059076928140878,-0.3222390104745222,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
cosine,5,-0.12941437688218319,0.5083164067068632,-0.39153081814665347,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
cosine,6,-0.08126873700584974,0.40326352131263893,-0.3286506781297755,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
l2,0,18.804751070654575,0.0,18.804751070654575,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
l2,1,16.00950661218745,20.5521252538534,20.51192598276686,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
l2,2,21.65199747970902,40.25225875574287,29.728680678205883,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
l2,3,24.97905634134247,47.68743477517943,35.24826916242711,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
l2,4,37.1540351720655,65.9484880149591,46.28444027931751,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
l2,5,51.950966881628176,99.30025414933213,67.05182502637577,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
l2,6,97.42522963472148,201.29115455203066,136.60855431324228,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
norm_ratio,0,0.0,1.0,0.0,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
norm_ratio,1,0.7553983235089002,2.0073160766666995,0.9733003759711119,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
norm_ratio,2,1.694499667639859,3.6570255948804,2.0386024822455555,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
norm_ratio,3,2.0393784668615367,4.088096962204037,2.3064084367332347,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
norm_ratio,4,2.7239711881078787,5.806658842104365,3.1114779826892516,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
norm_ratio,5,3.0039280928173526,6.913969299812888,3.748595868289039,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
norm_ratio,6,2.5678826471819836,6.216056527244562,3.539099680405163,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
spim,0,0.0,1.0,0.0,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
spim,1,-0.017752013280419855,1.3324312096759692,-0.3146791963955493,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
spim,2,-0.33958518181253594,2.2706990381328684,-0.9311138563203323,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
spim,3,-0.539781286305224,2.817935078487917,-1.2781537921826909,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
spim,4,-1.4377243938782547,4.608535673692021,-2.1708112798137664,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
spim,5,-1.4483614662496893,4.738853588881468,-2.290492122631779,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
spim,6,-0.43787053816196103,2.7865311743820214,-1.3486606362200602,mul-eng,111000,Том был примерно моего возраста.,Tom was about my age.,Tom was about my age.,0.9863
cosine,0,,1.0000000000000002,,mul-eng,111000,Сколько ещё лет ты будешь ездить на этой машине?,How many more years will you drive this car?,How many more years will you drive on this car?,0.9504
cosine,1,0.1169933926267807,0.6136201968568927,-0.23378190265083318,mul-eng,111000,Сколько ещё лет ты будешь ездить на этой машине?,How many more years will you drive this car?,How many more years will you drive on this car?,0.9504
cosine,2,0.3463111430832776,0.3265708613644269,-0.04479385697602988,mul-eng,111000,Сколько ещё лет ты будешь ездить на этой машине?,How many more years will you drive this car?,How many more years will you drive on this car?,0.9504
cosine,3,0.42738930470169645,0.25416472881637076,-0.07662705050670719,mul-eng,111000,Сколько ещё лет ты будешь ездить на этой машине?,How many more years will you drive this car?,How many more years will you drive on this car?,0.9504
cosine,4,0.2401708148898831,0.42180891669029735,-0.19290343986698122,mul-eng,111000,Сколько ещё лет ты будешь ездить на этой машине?,How many more years will you drive this car?,How many more years will you drive on this car?,0.9504
cosine,5,0.1129180481205641,0.4216491335160238,-0.26257393257876416,mul-eng,111000,Сколько ещё лет ты будешь ездить на этой машине?,How many more years will you drive this car?,How many more years will you drive on this car?,0.9504
cosine,6,0.13053292304711747,0.2884094093327194,-0.1947184852244048,mul-eng,111000,Сколько ещё лет ты будешь ездить на этой машине?,How many more years will you drive this car?,How many more years will you drive on this car?,0.9504
l2,0,18.98068127094176,0.0,18.98068127094176,mul-eng,111000,Сколько ещё лет ты будешь ездить на этой машине?,How many more years will you drive this car?,How many more years will you drive on this car?,0.9504
l2,1,15.96301672209836,21.013486574972074,21.16776253076149,mul-eng,111000,Сколько ещё лет ты будешь ездить на этой машине?,How many more years will you drive this car?,How many more years will you drive on this car?,0.9504
l2,2,18.72982875694408,35.46765988468425,27.09809054560074,mul-eng,111000,Сколько ещё лет ты будешь ездить на этой машине?,How many more years will you drive this car?,How many more years will you drive on this car?,0.9504
l2,3,22.358850395199887,43.50776808297496,32.86442431175453,mul-eng,111000,Сколько ещё лет ты будешь ездить на этой машине?,How many more years will you drive this car?,How many more years will you drive on this car?,0.9504
l2,4,30.856774605278716,54.50149963228778,40.426305865970626,mul-eng,111000,Сколько ещё лет ты будешь ездить на этой машине?,How many more years will you drive this car?,How many more years will you drive on this car?,0.9504
l2,5,36.246597782970255,67.17335299128038,50.184647876648825,mul-eng,111000,Сколько ещё лет ты будешь ездить на этой машине?,How many more years will you drive this car?,How many more years will you drive on this car?,0.9504
l2,6,73.09957370205545,152.63346650729977,107.56355745355548,mul-eng,111000,Сколько ещё лет ты будешь ездить на этой машине?,How many more years will you drive this car?,How many more years will you drive on this car?,0.9504
norm_ratio,0,0.0,1.0,0.0,mul-eng,111000,Сколько ещё лет ты будешь ездить на этой машине?,How many more years will you drive this car?,How many more years will you drive on this car?,0.9504
norm_ratio,1,0.7287886380433313,1.8943939947566317,0.9506744328265946,mul-eng,111000,Сколько ещё лет ты будешь ездить на этой машине?,How many more years will you drive this car?,How many more years will you drive on this car?,0.9504
norm_ratio,2,1.390013443354937,2.824490167245571,1.6773193096319385,mul-eng,111000,Сколько ещё лет ты будешь ездить на этой машине?,How many more years will you drive this car?,How many more years will you drive on this car?,0.9504
norm_ratio,3,1.6473303318303059,3.0284146785701833,1.8306195178727476,mul-eng,111000,Сколько ещё лет ты будешь ездить на этой машине?,How many more years will you drive this car?,How many more years will you drive on this car?,0.9504
norm_ratio,4,2.0269204802588767,4.062195903181681,2.2956998272229545,mul-eng,111000,Сколько ещё лет ты будешь ездить на этой машине?,How many more years will you drive this car?,How many more years will you drive on this car?,0.9504
norm_ratio,5,1.9457359403859793,4.304665837309309,2.4772802826439095,mul-eng,111000,Сколько ещё лет ты будешь ездить на этой машине?,How many more years will you drive this car?,How many more years will you drive on this car?,0.9504
norm_ratio,6,2.0236433513583605,4.668117551709307,2.8072254722856087,mul-eng,111000,Сколько ещё лет ты будешь ездить на этой машине?,How many more years will you drive this car?,How many more years will you drive on this car?,0.9504
