func,layer_idx,I,S,T,F,C,seed,ckpt,src,tgt,hyp,comet_score
spim,1,0.3769375962290703,0.18406910174101873,0.12338074630845225,0.25249722739495684,0.06311532832650185,rus-eng,146000,Я собирался отремонтировать машину.,I was going to repair the car.,I was going to repair the car.,0.9742
spim,2,0.13169118835771051,0.32763651922540954,0.1771254996135469,0.30257066539224337,0.06097612741108946,rus-eng,146000,Я собирался отремонтировать машину.,I was going to repair the car.,I was going to repair the car.,0.9742
spim,3,0.022023253910139727,0.3369529639710123,0.12957222844709274,0.4324150857394574,0.07903646793229775,rus-eng,146000,Я собирался отремонтировать машину.,I was going to repair the car.,I was going to repair the car.,0.9742
spim,4,0.0053228647626437555,0.27477152252021514,0.18475880654344481,0.3087772247168032,0.2263695814568929,rus-eng,146000,Я собирался отремонтировать машину.,I was going to repair the car.,I was going to repair the car.,0.9742
spim,5,-0.0002321793532785061,0.3375981254275642,0.07027960379812549,0.08211679854494255,0.510237651582646,rus-eng,146000,Я собирался отремонтировать машину.,I was going to repair the car.,I was going to repair the car.,0.9742
spim,6,0.0009734676465114305,0.5422602951127016,0.11144494748127025,0.3283847513125363,0.01693653844698042,rus-eng,146000,Я собирался отремонтировать машину.,I was going to repair the car.,I was going to repair the car.,0.9742
cosine,0,1.0,,,,,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
cosine,1,0.5509954120042676,0.40050141579041737,0.36616808660184524,0.4386364086641815,0.12651934388862515,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
cosine,2,0.36533584057586543,0.57323885012408,0.4268377320725763,0.39688411013258024,0.17129032978851397,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
cosine,3,0.17315234180412536,0.643261309351242,0.4048230818592504,0.5824304077103237,0.23493934778162864,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
cosine,4,0.08683712533810431,0.6387552503169979,0.4840397541227194,0.48891987022171124,0.4056328596208207,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
cosine,5,-0.025017631467526506,0.7087104750674247,0.2549385184042817,0.2301744874029075,0.6134942700135797,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
cosine,6,0.05040139059504095,0.7716896595156234,0.43379845765737673,0.6595140060027866,0.05751710886742927,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
l2,0,0.0,18.917980636678273,18.917980636678273,18.917980636678273,18.917980636678273,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
l2,1,10.632906646913792,11.74994069387122,12.0540258024853,11.529857852559305,13.78237532521427,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
l2,2,12.018290266348457,10.46706893335693,11.74202723132251,12.266285315269807,13.459102211267833,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
l2,3,14.065904423712114,10.720782587623162,13.161923197231205,11.782788660680284,14.222855832689259,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
l2,4,14.92229061178551,11.527899732376321,13.546955857985841,13.406789070571634,14.107871688519612,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
l2,5,20.49544022135704,14.896866719045532,19.815610117287708,21.029033265478486,16.65119319209357,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
l2,6,38.893542690287966,25.0129213941399,36.02120758694348,29.62210722640588,39.90992406089954,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
norm_ratio,0,1.0,0.0,0.0,0.0,0.0,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
norm_ratio,1,0.6994346273902627,0.39182235701446927,0.299740723797982,0.510297454827143,0.5228456603836785,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
norm_ratio,2,0.41398365991757463,0.5338863519437055,0.38676401103689434,0.5798633058727545,0.4596856395869482,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
norm_ratio,3,0.20874170204868592,0.5534635005100452,0.30367737775656917,0.6170843065492695,0.40796158353787154,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
norm_ratio,4,0.10937435910625866,0.48603926771207,0.2981373547338492,0.6213658874825615,0.5683516698489504,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
norm_ratio,5,0.05268813389217338,0.5298780488928418,0.2186533825052395,0.5288631260270777,0.767975525307851,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
norm_ratio,6,0.0287902789759828,0.6816498660045641,0.22508764818038754,0.5430867808639486,0.2895509791652822,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
spim,0,1.0,0.0,0.0,0.0,0.0,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
spim,1,0.4030834221037277,0.16186492536378363,0.11039554485405244,0.2554150420684281,0.06924106561000802,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
spim,2,0.16676451687158697,0.3182856134682906,0.1720813094379309,0.26042184029379334,0.082446719928398,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
spim,3,0.042516186988353806,0.36591215033106667,0.12450100896641121,0.3714413967126154,0.09562925700155278,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
spim,4,0.011269676753262115,0.3172467928005201,0.1396663703848209,0.30457434568622166,0.22724281437517493,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
spim,5,-0.0013548337188359144,0.3776908272809316,0.05354436432563408,0.10584105618340371,0.4642785859288662,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
spim,6,0.0016266609253902885,0.5260370851783827,0.09755179446952135,0.3581303839411773,0.01665407548552821,rus-eng,146000,Том ждал три часа.,Tom waited for three hours.,Tom waited three hours.,0.9687
cosine,0,1.0,,,,,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
cosine,1,0.4808086939059577,0.3868429859054653,0.4062496906534619,0.6016096894224987,0.08105873624083056,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
cosine,2,0.2209403884401311,0.5052900916508412,0.3797039640394228,0.6712078491386676,0.08264237332290011,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
cosine,3,0.05688956097670289,0.528160521448708,0.32954753318133956,0.8151114287571606,0.18439305416494847,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
cosine,4,0.01667144199297452,0.44410297238770846,0.5257093937042442,0.7274787760263136,0.4384431305896794,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
cosine,5,-0.061294190712851505,0.5727274635371378,0.2700340186215239,0.6446863885261294,0.7289796844023764,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
cosine,6,0.02099419541410011,0.7812118829268223,0.4227858976396379,0.6437781796454145,0.05571444467985438,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
l2,0,0.0,18.923425377326463,18.923425377326463,18.923425377326463,18.923425377326463,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
l2,1,9.824117251983523,10.350413038484941,10.434517858908253,8.994497605205835,12.066866974886004,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
l2,2,8.6956360735942,7.569482616332334,8.256779824780857,6.715850914318123,9.323286092638101,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
l2,3,8.9164368259538,7.5120575282996835,8.480079532617047,5.252020134955625,8.857875824820182,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
l2,4,8.7810741709902,7.85739837991712,7.888227821240249,6.063795256432863,7.945056124634852,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
l2,5,20.588586678811275,17.288750469629054,19.886141497239738,16.48693810324344,14.307913961048449,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
l2,6,39.451560413526906,24.93554327940703,36.42295583958632,30.509448391918173,40.66316011749172,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
norm_ratio,0,1.0,0.0,0.0,0.0,0.0,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
norm_ratio,1,0.6049523472109852,0.3615900945568498,0.26630799084209444,0.632056252971853,0.45771060253081136,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
norm_ratio,2,0.28646878130245296,0.44579564240737435,0.32266513944325065,0.7590673107667613,0.36686895798344604,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
norm_ratio,3,0.09429954769118365,0.40876571779859305,0.2221898137059931,0.780646938922416,0.2911825711584258,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
norm_ratio,4,0.036029651769928915,0.34272130222535874,0.2512827765823048,0.6897507559006992,0.4813988701340056,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
norm_ratio,5,0.01445796103339098,0.3898464241927473,0.21625503883331834,0.3993819244878779,0.6409579632118516,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
norm_ratio,6,0.00893533428612981,0.6826010830094562,0.24715683294375948,0.5351740360989915,0.3106052444794891,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
spim,0,1.0,0.0,0.0,0.0,0.0,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
spim,1,0.3052140514678932,0.1462423212277691,0.11004199351721035,0.3995413738284258,0.038960259958701504,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
spim,2,0.07380517856583597,0.23716787427006703,0.12783581549527082,0.5280247163688075,0.0331664153000185,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
spim,3,0.008079101090536712,0.22267347262453951,0.0741814910255482,0.6413463012968001,0.053719633962575376,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
spim,4,0.0013439652651639194,0.15602401863997875,0.12998320539276143,0.502632299281822,0.21001651142027375,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
spim,5,-0.0008605364110408706,0.2236698983662848,0.055873230258759794,0.25594585980184004,0.4653715479841561,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
spim,6,0.0002888479145057399,0.5332718089660559,0.1046890614074865,0.3444275718636563,0.017322709848295568,rus-eng,146000,"Том спросил меня, где я выучил французский.",Tom asked me where I learned French.,He asked me where I learned French.,0.9503
cosine,0,1.0000000000000002,,,,,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
cosine,1,0.5102760792712633,0.4632997639878905,0.4244453608044141,0.4360482270310554,0.11860942635223451,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
cosine,2,0.3078095906438954,0.5933520372411942,0.42486880741730426,0.48265646463729506,0.14655316927814807,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
cosine,3,0.14978109808358622,0.6588572171217241,0.4128253754428435,0.6089821211202556,0.23588703243532347,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
cosine,4,0.08312758392860566,0.6106375211641061,0.5346579363875215,0.5370307145065932,0.4084186422696886,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
cosine,5,0.015338533768390646,0.7109610704808526,0.24526232907942289,0.28426627980528624,0.6332192837001982,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
cosine,6,0.04689212517047598,0.7787046076482365,0.4191637977702267,0.6463287175143797,0.10259531163065767,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
l2,0,0.0,18.896108551535903,18.896108551535903,18.896108551535903,18.896108551535903,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
l2,1,10.79660813546171,11.153406610490105,11.646153925331445,11.385635966034679,13.586529267932725,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
l2,2,11.689574220023026,9.753199118593074,11.189599830066635,11.153051392576236,12.811095766602806,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
l2,3,13.297009587597897,9.923849414166716,12.331837676607496,10.84821877777126,13.326032003838776,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
l2,4,14.528237748908579,11.464059786917227,12.915969934973514,12.521479373088816,13.652353386787144,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
l2,5,20.708780131233212,15.183765682982493,20.121757179266442,20.49103369175689,16.423080591519614,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
l2,6,39.90692908342347,25.349074235998355,37.115933336470135,30.810533916946834,40.31747542731285,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
norm_ratio,0,1.0,0.0,0.0,0.0,0.0,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
norm_ratio,1,0.6381605750261877,0.4148801237587179,0.2875251900050257,0.5161812254066862,0.4995772489248846,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
norm_ratio,2,0.3443053399649089,0.5281201749620543,0.3556036302480633,0.6288991047550365,0.4159419803343256,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
norm_ratio,3,0.16350257888979117,0.5508230283202885,0.2976840510382452,0.6122022423289513,0.3760348211866399,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
norm_ratio,4,0.08098404617744469,0.4660126909873244,0.29147135004117675,0.6105892503981459,0.5367256733307944,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
norm_ratio,5,0.038782321828080696,0.5112542445567129,0.2218835468462977,0.4913229658369499,0.7373805305047249,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
norm_ratio,6,0.020355973750611975,0.6824959076358144,0.22189351545606034,0.5362721297815959,0.27441569141657596,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
spim,0,1.0000000000000002,0.0,0.0,0.0,0.0,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
spim,1,0.34325950533264005,0.2013125847064284,0.12474497129035679,0.2679201345413164,0.06276280412925812,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
spim,2,0.1210736178684708,0.3254984882837799,0.15748959460331904,0.3319446317582621,0.06399366748616805,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
spim,3,0.030141282395030163,0.37130437668588273,0.12586029362949958,0.38444360876453826,0.08825043852504894,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
spim,4,0.008273609724432718,0.29239036241034033,0.15343974491404724,0.3299287094656858,0.21596757348549375,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
spim,5,0.0005470165781120911,0.36518809147581055,0.05195042171656048,0.12369435849593832,0.4586201117335786,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
spim,6,0.001081449560860246,0.5314291323454813,0.09289718176781024,0.34643537350648923,0.02815686281935902,rus-eng,146000,Надвигается шторм.,A storm is brewing.,A storm is coming.,0.9199
cosine,0,1.0000000000000002,,,,,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
cosine,1,0.5496727695391055,0.3950756794169529,0.3950950598520267,0.45155470764743444,0.11946945052117883,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
cosine,2,0.34674448129041896,0.5511537169898763,0.4086363751426485,0.4789885481855046,0.13732436222027938,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
cosine,3,0.15090251695505605,0.6551458370374873,0.3876407903143224,0.6052048096435635,0.24659049403443833,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
cosine,4,0.08691066201904492,0.639601082125624,0.5175300380933061,0.47883584455871236,0.433353508018067,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
cosine,5,-0.014782136841636068,0.6845273084964673,0.263878933989633,0.1973084684867421,0.6726146668454245,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
cosine,6,0.041643501980160195,0.7991453907015866,0.38644109133308463,0.6381363789976411,0.0630293501669061,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
l2,0,0.0,18.89154051149409,18.89154051149409,18.89154051149409,18.89154051149409,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
l2,1,10.689227538784456,11.798346639256351,11.976999842868116,11.486160531743451,13.821480210408367,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
l2,2,11.402326771604404,9.984715818944826,11.227356232265395,11.04341108560545,12.8163330381778,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
l2,3,13.486692199262203,10.114741574671635,12.684882773662855,11.030784697749064,13.452710290836102,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
l2,4,14.69311814185739,11.372155814638113,13.107196873349782,13.236450280915088,13.60285673815048,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
l2,5,20.873884769680398,15.64272053441622,20.137368194068067,21.382897605211248,15.779468297622484,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
l2,6,39.731827236997304,24.213156695899894,37.189342663329946,30.999797938111435,40.75364047895533,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
norm_ratio,0,1.0,0.0,0.0,0.0,0.0,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
norm_ratio,1,0.6917339055671942,0.40940814773779277,0.2929750084076886,0.5059195438315026,0.5138675186925782,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
norm_ratio,2,0.3962872808394729,0.510057578410362,0.3694938674254567,0.6227209230350886,0.4376793944563286,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
norm_ratio,3,0.188269160850307,0.5529987197280865,0.2896933185224445,0.622708848996875,0.37827931621275973,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
norm_ratio,4,0.0971799834647705,0.4784931534467466,0.3058640321563414,0.5953601882692179,0.5533742787069252,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
norm_ratio,5,0.04874580061073478,0.5145728077242003,0.2187492623303581,0.47137852982287615,0.7731682723389314,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
norm_ratio,6,0.026809866120361486,0.7014795374611054,0.2338973337014237,0.5154858467867766,0.29568171970233875,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
spim,0,1.0000000000000002,0.0,0.0,0.0,0.0,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
spim,1,0.39444023704475023,0.16703468099608712,0.1159948094367421,0.25884756796822955,0.06368270455419071,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
spim,2,0.15362335955375325,0.29548727695350413,0.1558342620595393,0.3312360288674495,0.06381907256575356,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
spim,3,0.03439740004433909,0.37116204234546096,0.11353088177808948,0.3878818114264494,0.09302786440566085,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
spim,4,0.010068881681983943,0.31213519665874184,0.1554438002391412,0.2862817492724401,0.23607037214769275,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
spim,5,-0.0009734295165791864,0.3531989993600742,0.0559453110542503,0.07841736173009219,0.5134117573721624,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
spim,6,0.001409883493449932,0.5605873219545952,0.0903002956881515,0.3288930731617113,0.018809425702091945,rus-eng,146000,Это решение трудно было принять.,It was hard to make this decision.,This decision was difficult to make.,0.9412
cosine,0,1.0,,,,,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
cosine,1,0.4893975779818454,0.3704612342764953,0.3885210641851712,0.5934924342803195,0.08262586262909695,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
cosine,2,0.22071137360074097,0.49147056588263244,0.3863252144239603,0.6733700708006581,0.06945036159087031,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
cosine,3,0.04977103621455608,0.539148772987155,0.3709207025840847,0.8040973754193129,0.1987600973250354,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
cosine,4,0.024207236413102063,0.5077016918213316,0.511021305719613,0.7067211404643216,0.437411989963615,rus-eng,146000,"Я сказал Мэри, что поеду с ней в Бостон.",I told Mary that I'd go to Boston with her.,I told Mary I'd go to Boston with her.,0.9587
