func,layer_idx,I,S,T,F,C,seed,ckpt,src,tgt,hyp,comet_score
l2,6,27.37680652970379,19.04119061401127,23.263688796986393,17.39812566133115,27.06855720079401,sla-eng,13000,Я не раз имел проблемы с законом.,I've had my share of run-ins with the law.,I didn't have any problems with the law.,0.6984
norm_ratio,0,1.0,0.0,0.0,0.0,0.0,sla-eng,13000,Я не раз имел проблемы с законом.,I've had my share of run-ins with the law.,I didn't have any problems with the law.,0.6984
norm_ratio,1,0.8183652380962443,0.33550180448168293,0.28325466578237374,0.5005684971753785,0.45906177596377085,sla-eng,13000,Я не раз имел проблемы с законом.,I've had my share of run-ins with the law.,I didn't have any problems with the law.,0.6984
norm_ratio,2,0.39575475898050055,0.36206339247722014,0.4519297554995636,0.5935230977371858,0.2300478351323061,sla-eng,13000,Я не раз имел проблемы с законом.,I've had my share of run-ins with the law.,I didn't have any problems with the law.,0.6984
norm_ratio,3,0.22513440925858605,0.4138254798622959,0.41807240056274014,0.6493782536653223,0.1315633891709271,sla-eng,13000,Я не раз имел проблемы с законом.,I've had my share of run-ins with the law.,I didn't have any problems with the law.,0.6984
norm_ratio,4,0.11731690653399145,0.3849430326575429,0.37678436056160947,0.6809028338365203,0.08159063628054306,sla-eng,13000,Я не раз имел проблемы с законом.,I've had my share of run-ins with the law.,I didn't have any problems with the law.,0.6984
norm_ratio,5,0.05242973332958852,0.4462721586691301,0.3466928624383623,0.5767216424476483,0.06343500214538125,sla-eng,13000,Я не раз имел проблемы с законом.,I've had my share of run-ins with the law.,I didn't have any problems with the law.,0.6984
norm_ratio,6,0.01605638554369557,0.494638202908943,0.25611263249215294,0.5102370668732106,0.08701867568156553,sla-eng,13000,Я не раз имел проблемы с законом.,I've had my share of run-ins with the law.,I didn't have any problems with the law.,0.6984
spim,0,1.0,0.0,0.0,0.0,0.0,sla-eng,13000,Я не раз имел проблемы с законом.,I've had my share of run-ins with the law.,I didn't have any problems with the law.,0.6984
spim,1,0.4832838310138108,0.08455237164064389,0.11866654437229768,0.31504622878114086,-0.0015489758078933765,sla-eng,13000,Я не раз имел проблемы с законом.,I've had my share of run-ins with the law.,I didn't have any problems with the law.,0.6984
spim,2,0.1236873594510671,0.12647889933904574,0.30782935424030455,0.43457394008969313,0.007430446879889259,sla-eng,13000,Я не раз имел проблемы с законом.,I've had my share of run-ins with the law.,I didn't have any problems with the law.,0.6984
spim,3,0.04022127310366641,0.20096170641559777,0.25161271225991244,0.49477406772451243,0.012430240496310852,sla-eng,13000,Я не раз имел проблемы с законом.,I've had my share of run-ins with the law.,I didn't have any problems with the law.,0.6984
spim,4,0.009308234127965635,0.19407644665020668,0.2227595786832928,0.5606749342478051,0.013180806290729617,sla-eng,13000,Я не раз имел проблемы с законом.,I've had my share of run-ins with the law.,I didn't have any problems with the law.,0.6984
spim,5,0.0032812314456363337,0.2916746149866114,0.22044014419012875,0.4710028184213529,0.013601190956270472,sla-eng,13000,Я не раз имел проблемы с законом.,I've had my share of run-ins with the law.,I didn't have any problems with the law.,0.6984
spim,6,0.0013757958270677175,0.38106484649709277,0.17264093976943728,0.42872792724490794,0.01619049066149405,sla-eng,13000,Я не раз имел проблемы с законом.,I've had my share of run-ins with the law.,I didn't have any problems with the law.,0.6984
cosine,0,1.0,,,,,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
cosine,1,0.545179218830929,0.17895343915181972,0.43480615398253664,0.6703769273346218,-0.010663743539378202,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
cosine,2,0.2841642068998761,0.33033610034523475,0.6646798909622839,0.7847853510077448,0.0061951839085479495,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
cosine,3,0.16294877358946688,0.45786065430541134,0.6757768632032224,0.7947644788821525,0.04710829791255298,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
cosine,4,0.08742257864858811,0.5022763545775609,0.7006663241509723,0.8209479271436649,0.1558047123722714,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
cosine,5,0.06274937138869759,0.6479190999751133,0.6667091850055825,0.8352925336253356,0.17991928117562178,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
cosine,6,0.07559117799930198,0.7634975078252332,0.6871538930037765,0.8580545421079494,0.16667218756071633,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
l2,0,0.0,18.948457024349356,18.948457024349356,18.948457024349356,18.948457024349356,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
l2,1,18.647769334830024,21.06973380445224,19.43312758415895,15.537256485556881,23.41528502777229,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
l2,2,21.167281231741224,20.62774714910639,17.452978177119043,13.507825650193803,22.40826533065958,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
l2,3,21.326727045507244,19.111048402642083,17.431346503514682,12.986699994585814,21.593859614428794,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
l2,4,21.61800291279395,18.839476204269662,17.26297882883148,12.788734244199471,21.502431527146264,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
l2,5,22.155482798635006,17.551891473359596,18.162305394860056,13.467275160303078,21.975370775280453,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
l2,6,27.374665044901814,19.30857330555614,23.199761669575615,16.911753338512273,27.114247649549178,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
norm_ratio,0,1.0,0.0,0.0,0.0,0.0,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
norm_ratio,1,0.7879317019838677,0.3012567942342264,0.2988627961510835,0.5540261888447748,0.4437472214733413,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
norm_ratio,2,0.3689326092787363,0.3273583067925988,0.40109742191132086,0.6381491858137233,0.2159873211243315,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
norm_ratio,3,0.1962129698733378,0.3791532153760819,0.3807628417799076,0.6525264037081563,0.1120937405586377,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
norm_ratio,4,0.10752836900808624,0.3838730559019979,0.3713764060984919,0.6360133160599861,0.07120963126720706,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
norm_ratio,5,0.04814320102936168,0.4353403412469232,0.33031233063789595,0.5767456620865328,0.06772623476324988,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
norm_ratio,6,0.014829147544017951,0.48327518763140365,0.2526438718378712,0.5150193901195526,0.08546703933464653,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
spim,0,1.0,0.0,0.0,0.0,0.0,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
spim,1,0.438982166413224,0.05614271146666723,0.12756573593446324,0.3813993006649862,-0.00408991447934064,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
spim,2,0.10907098143537053,0.11301401901128871,0.26616250779675144,0.5091006964881455,0.00265179526844377,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
spim,3,0.03495742495889567,0.18254533813547286,0.2500030170281341,0.5253968707710779,0.00709734910641921,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
spim,4,0.01078654834326502,0.1972005034079944,0.2548310518073392,0.5255386466937372,0.01164324974766393,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
spim,5,0.003416774063217571,0.2821175990489247,0.21999325204424164,0.48209868391904154,0.012373690924574379,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
spim,6,0.0012193539105986482,0.3689373256186754,0.17358761022810543,0.4420724966524423,0.014183213590177959,sla-eng,13000,Подарок? Для меня? Спасибо!,A present? For me? Thank you!,Excuse me? Thank you!,0.6386
cosine,0,1.0000000000000002,,,,,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
cosine,1,0.5840325147709875,0.2184444019559093,0.42143861099069696,0.6265025737589142,-0.010187329585437747,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
cosine,2,0.30676324289861406,0.338211385756073,0.6402655879966145,0.7331863187419997,0.018021983043394106,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
cosine,3,0.19475183209277613,0.4784738621482537,0.6389896793755623,0.7632887297032241,0.07133743222576142,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
cosine,4,0.10917183941774286,0.5214616486998733,0.6482123408291505,0.8076291500759855,0.1784797162098899,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
cosine,5,0.06851821887397573,0.6891294431907152,0.6417398219843864,0.8253775025385136,0.1877990114186414,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
cosine,6,0.07461853699986418,0.7754955864965309,0.6903955420624921,0.8409986642329851,0.17123150800251072,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
l2,0,0.0,18.886354893711836,18.886354893711836,18.886354893711836,18.886354893711836,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
l2,1,17.876003748495624,20.891343132334132,19.479098115926384,16.436073481167437,23.212431027982674,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
l2,2,21.049382624053532,20.6342013650505,17.604909811712464,14.67108792969202,22.43650890424404,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
l2,3,21.23595416795077,18.904762371918856,17.818463532446483,13.748577748652025,21.57796056932685,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
l2,4,21.62083501715832,18.64196965464852,17.854312400016354,13.10759394112525,21.528005501964717,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
l2,5,22.156054481456344,16.834279839665687,18.461664358501423,13.905255391747904,21.97644763919525,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
l2,6,27.428562033181453,19.03349216617501,23.124171622587028,17.476576183971552,27.148822276137505,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
norm_ratio,0,1.0,0.0,0.0,0.0,0.0,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
norm_ratio,1,0.7886517236031289,0.323412338936242,0.31903798468726563,0.5139541044290541,0.417790269575147,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
norm_ratio,2,0.3956073761386877,0.36907163798332765,0.42235080371291034,0.6311162847332703,0.22856620767020916,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
norm_ratio,3,0.2097920248539749,0.41507278831067407,0.3852815316318548,0.6476999034424235,0.10637458172453498,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
norm_ratio,4,0.1107120817740884,0.4084918326273834,0.36857198173533356,0.6467215369883257,0.06791043546784982,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
norm_ratio,5,0.04905789072871531,0.46477230800835645,0.32297401275314314,0.553439091822667,0.06399041546614946,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
norm_ratio,6,0.015758502547874545,0.4889007167902802,0.2589622623259676,0.505499574747418,0.09008713343837943,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
spim,0,1.0000000000000002,0.0,0.0,0.0,0.0,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
spim,1,0.4672393307315586,0.07257576328417485,0.13324804454565373,0.3307170204793706,-0.00378015904075778,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
spim,2,0.12444480375695749,0.1287612014026582,0.2700221783346822,0.47137757228229044,0.00539424422341154,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
spim,3,0.043908626796847414,0.20720296965651114,0.23846746853784884,0.5010710713457971,0.009349863662995367,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
spim,4,0.013182452595807066,0.21654411030921858,0.23296451034404994,0.5247880991695935,0.012520827581330773,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
spim,5,0.0035827225250220644,0.32053048277371926,0.20664842362705535,0.45700968229151695,0.012228688782686141,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
spim,6,0.001254423841491842,0.3793508989536314,0.17892258269322264,0.42518140668203763,0.015290687829616307,sla-eng,13000,Оставь кота в покое.,Leave the cat alone.,Keep the skin in a different way.,0.4182
cosine,0,1.0000000000000002,,,,,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
cosine,1,0.5664929890872465,0.2021757361298832,0.43314795894829405,0.6216803028318261,-0.006931031916933961,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
cosine,2,0.30321678022382004,0.36060303234232904,0.6477875391251874,0.7415580966911279,0.014182731460473691,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
cosine,3,0.17314495475204983,0.4803007882875029,0.6513425198441538,0.7540392386630653,0.06304290042240494,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
cosine,4,0.08883529768660854,0.5273926389916158,0.6355684438011653,0.8173625322649245,0.15376611047220498,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
cosine,5,0.07653629414877093,0.6991900449942173,0.6409832291902908,0.836047346324691,0.17033782955626015,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
cosine,6,0.08858066936857105,0.7912692175618851,0.6845287578518937,0.8645359532632458,0.16582662898315964,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
l2,0,0.0,18.97927908542476,18.97927908542476,18.97927908542476,18.97927908542476,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
l2,1,18.46674343154265,21.122423208320974,19.435178126639265,16.588466908551094,23.87941787673718,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
l2,2,21.100837807313745,20.44405987348811,17.624841498176387,14.604068368660654,22.55637594479886,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
l2,3,21.485330281141106,18.981263904348094,17.649679973169622,14.12962805208723,21.73130879319158,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
l2,4,21.77633481270033,18.63046023245994,18.145986504169066,12.931708990170716,21.65135544602732,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
l2,5,22.15989024049712,16.732965931074546,18.601181743627606,13.63528563043439,22.018010948724758,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
l2,6,27.540756359026012,19.071220277043825,23.521761778097726,16.791687167167147,27.288888893493617,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
norm_ratio,0,1.0,0.0,0.0,0.0,0.0,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
norm_ratio,1,0.8280778565584999,0.3533165140732752,0.2987831297408598,0.5101912693930579,0.4913763335057165,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
norm_ratio,2,0.4045830259706814,0.3791631257671849,0.4016583607894413,0.6225244069146468,0.2460843568250652,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
norm_ratio,3,0.21662823256286484,0.4325493401843084,0.39659803072030697,0.6325112896909347,0.11432061744761009,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
norm_ratio,4,0.1105439973061261,0.4139596124357089,0.3534387205494117,0.6544493693155519,0.07297393057399745,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
norm_ratio,5,0.046106565351036986,0.4599264711279966,0.3079920949991489,0.5584097762818854,0.06015093833064,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
norm_ratio,6,0.01316356200225885,0.4676287929657197,0.24067083951933094,0.5204486101885304,0.08197802734122364,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
spim,0,1.0000000000000002,0.0,0.0,0.0,0.0,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
spim,1,0.47509662571585143,0.07308617770024743,0.12948077108537961,0.32519475835842926,-0.0028583328599077395,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
spim,2,0.12572163280241533,0.1404981784260711,0.26021627947447556,0.4688852719276214,0.00467863736941615,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
spim,3,0.03928572287686223,0.21601145228900015,0.25258403902450305,0.48342505006621767,0.00869373574341672,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
spim,4,0.010342070611643401,0.22220311663255427,0.21899013369561854,0.5368470647886705,0.01161761427151326,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
spim,5,0.00351260379321435,0.321908653616101,0.19688898909042715,0.4672624031961239,0.010427350304133361,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
spim,6,0.0012381782886561744,0.3702052797015035,0.165009102917881,0.44997002182983364,0.013577417262125479,sla-eng,13000,Ты можешь поймать рыбу?,Can you catch a fish?,Can you catch the fish?,0.9547
cosine,0,1.0,,,,,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
cosine,1,0.5660008805660851,0.1975691031479523,0.40975780206107465,0.64710260722634,-0.00611569489140275,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
cosine,2,0.3058483958964581,0.3560006589393656,0.6274143588816943,0.7469655353982073,0.01653802554761106,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
cosine,3,0.1765668557059017,0.48014421746429203,0.6319081994323545,0.7683497482341488,0.0627414287678709,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
cosine,4,0.0917414964175105,0.5047144586816108,0.6556231080950168,0.819882045141586,0.15510186443990565,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
cosine,5,0.058156261487774585,0.6989908305379904,0.6519777254696535,0.8256217267634856,0.17595601166491787,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
cosine,6,0.06646007457951278,0.8087218262864162,0.6169776861036478,0.8350216937163045,0.1746434886546443,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
l2,0,0.0,19.139326935582623,19.139326935582623,19.139326935582623,19.139326935582623,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
l2,1,18.32286261269643,21.1156263384755,19.64692346947388,16.14118447892422,23.50273013793246,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
l2,2,21.04460066803452,20.513848816524927,17.854444342815302,14.450447942294407,22.454554786697166,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
l2,3,21.46405327278282,19.02306208770204,17.99517164366318,13.72987569864515,21.71454274135251,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
l2,4,21.78452094852438,18.90493808898203,17.97938938289306,12.82322545626972,21.67620325758655,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
l2,5,22.178242981928584,16.626413564015188,18.404609945179736,14.06014260787326,22.014706879087008,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
l2,6,27.561619015782163,18.192767138407227,24.041776108524854,17.69782465984718,27.27481815629857,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
norm_ratio,0,1.0,0.0,0.0,0.0,0.0,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
norm_ratio,1,0.8041386404762502,0.3475268884818346,0.2825837464079229,0.5370280688096891,0.45443874399577827,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
norm_ratio,2,0.3793378710513067,0.388668235166739,0.4034666525848321,0.6376510542021664,0.2278577408162878,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
norm_ratio,3,0.19936221240068103,0.42381199525117524,0.37756921835421264,0.6609826432288827,0.10821973754055998,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
norm_ratio,4,0.09874129670706205,0.40565456512649717,0.348098005173606,0.6655978572188656,0.06924168334354029,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
norm_ratio,5,0.04234554737190458,0.47835531624242184,0.3218200200862348,0.5367895386724513,0.059687628612317765,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
norm_ratio,6,0.01282326930059619,0.510331764857061,0.24250484379433823,0.5053574061548411,0.08439373558641586,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
spim,0,1.0,0.0,0.0,0.0,0.0,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
spim,1,0.46081953321897406,0.07095791466431339,0.11556703725203117,0.35500071248971704,-0.00234519762503559,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
spim,2,0.117676163338615,0.1415063233716187,0.2529945533257121,0.4829858716952759,0.00483708826877818,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
spim,3,0.03591377828802034,0.21075089229043226,0.23205527802560275,0.5129246759934298,0.00835537540251466,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
spim,4,0.009307690775775469,0.20894353517603376,0.22357740148875335,0.5472073755740461,0.01096399698539134,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
spim,5,0.0026113185341202797,0.3343978832447868,0.20886416131238836,0.44346890728993904,0.01065772961876527,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
spim,6,0.0009595301145122479,0.4127345409295806,0.14962901316306937,0.4219220479187551,0.014754867874082419,sla-eng,13000,У нас лёд закончился.,We don't have any more ice.,We're all over there.,0.3447
cosine,0,1.0000000000000002,,,,,sla-eng,13000,Можно мне крем для рук?,I would like to have a cream for the hands.,Can I have a cream for my hands?,0.8113
cosine,1,0.5930053550275289,0.21958540191224948,0.3962583842007871,0.6043072263685477,-0.006921757239654093,sla-eng,13000,Можно мне крем для рук?,I would like to have a cream for the hands.,Can I have a cream for my hands?,0.8113
cosine,2,0.3111657207365196,0.36519101035937546,0.6560361129345003,0.7252405265162387,0.022723107529540813,sla-eng,13000,Можно мне крем для рук?,I would like to have a cream for the hands.,Can I have a cream for my hands?,0.8113
