infer_style,model,checkpoint,score,precisions,brevity_penalty,length_ratio,translation_length,reference_length
gen,mul-eng,125000,0.4560094720779656,0.723132898531091 0.5085995810838717 0.3886746324162391 0.30249286865930797,1.0,1.0002903825305869,155013,154968
gen,mul-eng,203000,0.471598221488332,0.7392380009896091 0.5279456812574997 0.4081762486165216 0.32179905390239044,0.9911072521876844,0.9911465592896598,153596,154968
gen,mul-eng,350000,0.47117448612239554,0.742432498079814 0.5315265153795221 0.41172012689460696 0.32511613568474873,0.9828248595687307,0.9829706778173558,152329,154968
gen,mul-eng,331000,0.4730310656662426,0.7413555266443949 0.531325355340213 0.4119446148453247 0.3251990454267069,0.9869516391341684,0.9870360332455733,152959,154968
gen,mul-eng,329000,0.4722354354962727,0.7384410861957733 0.529105858477333 0.4098809814666155 0.32304928778520103,0.9901758456468384,0.9902237881369057,153453,154968
gen,mul-eng,64000,0.4237866928730593,0.700444116905533 0.4773406079962148 0.3569578729281768 0.27220972073875127,0.9981980066690888,0.9981996283103608,154689,154968
gen,mul-eng,404000,0.4766949107674266,0.7446706915836501 0.5351351756384126 0.4157692577522099 0.32915191545574635,0.9864416138411332,0.9865327035258892,152881,154968
gen,mul-eng,426000,0.4698876677551206,0.739496347407901 0.5282261987621336 0.4085802106959271 0.3212217122962494,0.9874940765566963,0.9875716276908781,153042,154968
gen,mul-eng,187000,0.47206382186039686,0.7360993215704316 0.5257372018205808 0.40683073832245104 0.32070031539174154,0.9958550957475396,0.9958636621754169,154327,154968
gen,mul-eng,302000,0.46771978211352655,0.7365733403768269 0.5251665322460196 0.40530554487963383 0.31854516386890486,0.9893935823070877,0.9894494347220071,153333,154968
gen,mul-eng,248000,0.47370613077652013,0.7344223328876573 0.5260273567904518 0.40738281654192393 0.32116523756265275,0.9990509670197352,0.9990514170667493,154821,154968
gen,mul-eng,571000,0.48431259243816205,0.7487586567359206 0.5416619897481947 0.4233480137639982 0.3368142358364187,0.9876116752643854,0.9876877807031129,153060,154968
gen,mul-eng,501000,0.47832037552290496,0.7457827779049613 0.5366401918177731 0.4176225051738048 0.33072305708790395,0.9864677752284776,0.9865585153063858,152885,154968
gen,mul-eng,534000,0.4776152354480856,0.7449151766444744 0.5361137540174257 0.4170458630333956 0.3297552007945145,0.986605111435948,0.9866940271539931,152906,154968
gen,mul-eng,56000,0.41237290897475076,0.6910930493997856 0.465937216020332 0.3452975528124973 0.2613578673629026,0.9987731885082929,0.9987739404264107,154778,154968
gen,mul-eng,505000,0.47701701563210896,0.7454632345239343 0.5360054602593624 0.4165386337497695 0.3296752140370186,0.9855975470162227,0.9857002736048732,152752,154968
gen,mul-eng,238000,0.47199469569846625,0.7383198269797013 0.5283592998366683 0.4091087485500484 0.3230412279136177,0.9905341806393495,0.9905787001187342,153508,154968
gen,mul-eng,264000,0.4753667794983767,0.7411611559489716 0.5314607160153485 0.4121751705273061 0.32558554024868425,0.991393665960922,0.9914304888751226,153640,154968
gen,mul-eng,179000,0.468367520016436,0.7325609976972237 0.5215689755938774 0.4023775994194234 0.3160369524600374,0.9975966209202536,0.9975995044138145,154596,154968
gen,mul-eng,222000,0.4659407515187443,0.7379804705128289 0.5250239750659315 0.40440867003367004 0.31754736319354193,0.986546255339751,0.9866359506478757,152897,154968
gen,mul-eng,131000,0.4586096053805838,0.726278103411507 0.5119128558337521 0.3918734684016153 0.3054049852308649,0.9985341080864856,0.9985351814568169,154741,154968
gen,mul-eng,114000,0.45219084615899546,0.7204266446817555 0.5048920365448749 0.3850045958645809 0.2985608544153729,1.0,1.001871354086005,155258,154968
gen,mul-eng,115000,0.4516400468271727,0.7194486273601297 0.5043208378380366 0.3844813975837452 0.2982550059195964,1.0,1.0027489546228898,155394,154968
gen,mul-eng,220000,0.46623200161577744,0.7376328205664396 0.5248763108060568 0.4043546423535388 0.3175371953149731,0.9873895329060943,0.9874683805688916,153026,154968
gen,mul-eng,502000,0.4780432410961424,0.7458262462383881 0.5365009180499869 0.417345694713668 0.33046162302724075,0.9863042554804218,0.986397191678282,152860,154968
gen,mul-eng,306000,0.46633699400885587,0.7357007248315142 0.5241834264710277 0.4040881602405006 0.31717866952925206,0.9890283187525908,0.9890880697950545,153277,154968
gen,mul-eng,461000,0.4789877427756939,0.7469104674084601 0.538193714920311 0.4188626541583219 0.33181904822415653,0.9852112667684741,0.9853195498425481,152693,154968
gen,mul-eng,550000,0.48215150944387924,0.7461409538218742 0.5393754293736372 0.4204835272333438 0.33320011779058517,0.9894457520419822,0.9895010582830004,153341,154968
gen,mul-eng,298000,0.4695510481045893,0.7377469363264614 0.5269446767833672 0.4072851153039832 0.3204274610036498,0.9893674964297925,0.9894236229415105,153329,154968
gen,mul-eng,168000,0.4636310056388597,0.7317646905926922 0.5194770425237607 0.3996018845291285 0.31281107532728264,0.9930259722427736,0.9930501781012854,153891,154968
gen,mul-eng,438000,0.4784387425968303,0.7445271182351139 0.5358268245695256 0.4163653513598491 0.3290706601184154,0.989484877575986,0.9895397759537453,153347,154968
gen,mul-eng,475000,0.47644647997819206,0.7462581867530305 0.5363539381554827 0.416566975124028 0.3294298594537258,0.9841629867923685,0.9842870786226834,152533,154968
gen,mul-eng,174000,0.466871880475036,0.734735815314583 0.5227986602158541 0.4031115674433984 0.3165024759471938,0.9922719281766806,0.9923016364668835,153775,154968
gen,mul-eng,409000,0.47211101645946435,0.7428708065012741 0.5316163996937443 0.41173834338037574 0.32468137852125734,0.9849099970942251,0.985022714366837,152647,154968
gen,mul-eng,30000,0.3471265724938287,0.6398283857210754 0.39916197632693196 0.28055251266602765 0.2026397356159041,1.0,1.0047106499406329,155698,154968
gen,mul-eng,548000,0.48293421554739835,0.7460948705244217 0.5398804147413838 0.42114039759383265 0.334139239574902,0.9897521948567143,0.9898043467038357,153388,154968
gen,mul-eng,537000,0.4801870650778707,0.7456844470279343 0.537678405792765 0.4191055487484684 0.3321490321764433,0.9879317358953944,0.9880039750141965,153109,154968
gen,mul-eng,392000,0.47922183256729123,0.7444709439470357 0.5358296589747606 0.4168375315191121 0.32987763247728585,0.9902344909842151,0.990281864643023,153462,154968
gen,mul-eng,207000,0.46990552591203477,0.7384790899312234 0.5272075837874151 0.40709409320273077 0.3205099906452664,0.9897978273254012,0.9898495173197047,153395,154968
gen,mul-eng,572000,0.4847379291612579,0.7490770326518077 0.5421437873276752 0.42389000788160086 0.33731088181300245,0.9874744754442548,0.9875522688555056,153039,154968
gen,mul-eng,467000,0.47758767967925747,0.7463178662961045 0.5371875375555822 0.41780990572674825 0.33082013106827,0.9843465139079287,0.9844677610861597,152561,154968
gen,mul-eng,11000,0.08323781944074922,0.3568350733103907 0.1097796977930684 0.05052705394376599 0.02425321049692909,1.0,1.1156819472407207,172895,154968
gen,mul-eng,531000,0.475805338940138,0.7439002041991727 0.5343825684014786 0.41537435384358845 0.32858729571058337,0.9858593483086738,0.9859583914098394,152792,154968
gen,mul-eng,439000,0.4789317360030864,0.7450182045961712 0.5364222575896826 0.4171874590285729 0.3299684210526316,0.9889043600582234,0.9889654638376956,153258,154968
gen,mul-eng,244000,0.4728405228807886,0.7353702577112754 0.526016181924509 0.4072018328794363 0.321105778221031,0.9970660673392733,0.9970703629136338,154514,154968
gen,mul-eng,291000,0.47153734332706027,0.7381622128457571 0.5282778361696894 0.4088052507256356 0.32157282388610875,0.990977037225543,0.9910175003871767,153576,154968
gen,mul-eng,285000,0.4737582251658656,0.7378327489936372 0.5285783275753185 0.40977329362426307 0.32307885091319194,0.9938638586850483,0.9938826080223013,154020,154968
gen,mul-eng,434000,0.47634495836605506,0.743397309978921 0.5339889991629798 0.414603441040705 0.3273177151882074,0.9887412333592138,0.9888041402095916,153233,154968
gen,mul-eng,165000,0.4630486161531934,0.7309001168982985 0.5186652298316673 0.3988500056457427 0.31195938322677697,0.99360412353434,0.9936244902173352,153980,154968
gen,mul-eng,269000,0.47562935330397926,0.742054601818324 0.5320414843091789 0.4126714269522838 0.32595235596599853,0.9907947080454937,0.9908368179237004,153548,154968
gen,mul-eng,140000,0.45994369592115913,0.7282884284926888 0.5147785444024038 0.39498639113777023 0.30817328233933244,0.995129107954951,0.9951409323215116,154215,154968
gen,mul-eng,460000,0.478849782559352,0.7469401387006149 0.5380032713576134 0.4186853338486131 0.3315933251450595,0.9852767483459042,0.9853840792937897,152703,154968
gen,mul-eng,288000,0.47266332093552726,0.7378067419822703 0.5284676314692395 0.4094200375966024 0.32270461590014243,0.9921288561370658,0.9921596716741521,153753,154968
gen,mul-eng,544000,0.4827341815070006,0.7459858011773679 0.5394795772124686 0.42098232993434836 0.3339640094180962,0.9897847896875135,0.9898366114294564,153393,154968
gen,mul-eng,32000,0.3539653892497426,0.6427794971481188 0.4061388842242065 0.2875750821011077 0.20910063694267517,1.0,1.0091631820762996,156388,154968
gen,mul-eng,525000,0.4687695258413154,0.7426030251835686 0.5298572698910308 0.4099440295213376 0.3226160418464423,0.9814718253030636,0.98164137112178,152123,154968
gen,mul-eng,18000,0.23468388685621588,0.537343068237696 0.2796493762125267 0.17639766850012314 0.11443918160066409,1.0,1.036723710701564,160659,154968
gen,mul-eng,360000,0.47050027052968685,0.7421633177692671 0.5308763518032812 0.4106688724821584 0.3232269635258036,0.9838679630371586,0.9839966960920964,152488,154968
gen,mul-eng,218000,0.46679349107703494,0.7359202178246199 0.5235470904521489 0.40358771769179114 0.3170900692840647,0.9905993187948479,0.9906432295699757,153518,154968
gen,mul-eng,557000,0.48350982307297585,0.7471944567685361 0.5407081431229127 0.4221851265961073 0.3349576895550036,0.988969603370573,0.989029993288937,153268,154968
gen,mul-eng,348000,0.4711345220569828,0.7418292938831182 0.5309797025647962 0.4111943122123769 0.3245718287739553,0.9839204179646094,0.9840483196530897,152496,154968
gen,mul-eng,498000,0.47925401297278347,0.7438968757738879 0.5356324755075698 0.41707025489323457 0.3302972044501875,0.99013023025212,0.9901786175210366,153446,154968
gen,mul-eng,119000,0.4521737550894261,0.7193425229041791 0.5048934479307706 0.38505391853836113 0.2989264814967444,1.0,1.0022778896288267,155321,154968
gen,mul-eng,225000,0.46584190534104797,0.7350548261340079 0.5231359493614194 0.40309921864769305 0.31654351093685945,0.9897913085274879,0.9898430643745806,153394,154968
gen,mul-eng,63000,0.42319440690876253,0.702031236830674 0.47820733444101593 0.35739046034387134 0.2724156612698214,0.9952976876013445,0.9953087088947395,154241,154968
gen,mul-eng,497000,0.47936615997205756,0.7438045602605863 0.5356554167443595 0.41692614979372183 0.33027792652324106,0.9904820670887426,0.990527076557741,153500,154968
gen,mul-eng,396000,0.48033363599245243,0.7457474563005478 0.5371447776242578 0.41831555590498903 0.33163270673132555,0.9893088007442646,0.9893655464353931,153320,154968
gen,mul-eng,347000,0.4711136286750302,0.7430523169890637 0.5318250263514531 0.41186637976648205 0.3251087916413972,0.9822733539538488,0.9824286304269269,152245,154968
gen,mul-eng,394000,0.4799207672114826,0.7450152474783016 0.5364323388763307 0.4174875020720823 0.3306235624035038,0.9902735859838492,0.990320582313768,153468,154968
gen,mul-eng,446000,0.4802811751614539,0.7456689265462992 0.5375257793585797 0.4186566903255131 0.3316034359341446,0.9888717368234177,0.9889331991120748,153253,154968
gen,mul-eng,241000,0.47302645779576724,0.7346734188349276 0.5258003432155749 0.4071591458779628 0.321222498962225,0.9977324492502416,0.9977350162614217,154617,154968
gen,mul-eng,267000,0.47540328800030196,0.7412802238927397 0.5315899269855461 0.4122356179657828 0.3254636376026083,0.9914262078357078,0.9914627536007434,153645,154968
gen,mul-eng,473000,0.47666751626317294,0.7464952274740053 0.5366964889857906 0.41719049882908105 0.3300947162759089,0.9835203807568439,0.9836546900005162,152435,154968
gen,mul-eng,3000,0.01039401411383783,0.23283620221633186 0.018273297360361675 0.00586161491738521 0.00046800284871299216,1.0,1.010305353363275,156565,154968
gen,mul-eng,361000,0.47043740098567327,0.7423886666229422 0.5308279153669812 0.41058431099884707 0.32320723474716595,0.9837499295517559,0.9838805430798616,152470,154968
gen,mul-eng,106000,0.44818915629932343,0.7162621530789942 0.5007709590730869 0.3810771694542216 0.2952033689400164,1.0,1.0042008672758247,155619,154968
gen,mul-eng,506000,0.4768857146103275,0.7452956197210764 0.53598139604666 0.4165839780121355 0.329557964264544,0.9854535275047135,0.9855583088121419,152730,154968
gen,mul-eng,87000,0.4401222176224454,0.7177996101466187 0.49720824686860843 0.3765780237816696 0.29090851754911545,0.9897717518813798,0.9898237055392081,153391,154968
gen,mul-eng,444000,0.48004074389268714,0.7455141960774082 0.5372389687210588 0.41816927001432713 0.3310119924258363,0.9892892347583104,0.9893461876000207,153317,154968
gen,mul-eng,197000,0.4720051435276555,0.7392687528462689 0.5278251480061065 0.40831091493196126 0.3219000125717638,0.991849156682788,0.9918821950338135,153710,154968
gen,mul-eng,92000,0.44210983690828687,0.7171173630201529 0.4978058431512555 0.3774168869105578 0.29175033467202144,0.9929090023966775,0.9929340250890506,153873,154968
gen,mul-eng,97000,0.4443742821634323,0.7152305476434989 0.4972673963456965 0.37737329493524635 0.29158857213863376,0.9990897206845856,0.9990901347374942,154827,154968
gen,mul-eng,260000,0.47552656356300405,0.7404153770125107 0.5311209187052983 0.41207075057204257 0.3253776340168954,0.9923564611995145,0.9923855247534975,153788,154968
gen,mul-eng,48000,0.39440485847587287,0.6732765853877243 0.44736072097378277 0.32760914051841744 0.2452232553387146,1.0,1.0074918692891435,156129,154968
gen,mul-eng,282000,0.4750556238855024,0.740927143694251 0.5312190213543025 0.41213689962611444 0.32544161456803594,0.9910681894634513,0.9911078416189149,153590,154968
gen,mul-eng,105000,0.4483689289948691,0.7170696244065005 0.5010771346013867 0.38105245100141527 0.29518301655741586,1.0,1.0030070724278561,155434,154968
gen,mul-eng,127000,0.45747280356145015,0.7246854036324663 0.5102985471296952 0.3902457942636514 0.30417593790426906,0.9994384361562372,0.9994385937741985,154881,154968
gen,mul-eng,182000,0.4698909010391636,0.7336333482047601 0.5228123105136282 0.4036525343234608 0.31741421517779345,0.9980040506976828,0.9980060399566362,154659,154968
gen,mul-eng,257000,0.4764910931046847,0.7409172784674309 0.5318705528595671 0.41305293564890544 0.32662290757199836,0.9923109442991084,0.9923403541376284,153781,154968
gen,mul-eng,484000,0.4780875030740277,0.7461005256026758 0.536812346271522 0.41771118601221824 0.3307095777657875,0.9857611807412986,0.9858615972329772,152777,154968
gen,mul-eng,304000,0.4670200212040716,0.7367668470915466 0.5251473095444621 0.40512475067361864 0.31818756585879876,0.9882451665821346,0.9883137163801559,153157,154968
gen,mul-eng,169000,0.46394100686802703,0.7322524443519867 0.5200038690764068 0.4000956729723853 0.3132847815168257,0.9925905156437032,0.9926178307779671,153824,154968
gen,mul-eng,556000,0.4837127325961185,0.7473342817243315 0.5409327663899206 0.422490886680129 0.3353055745644049,0.9887999620021217,0.9888622167157091,153242,154968
gen,mul-eng,166000,0.4639245123483596,0.7319332319332319 0.5198146123001615 0.4001669608772403 0.3132545245318548,0.9927335221523578,0.9927597955706985,153846,154968
gen,mul-eng,211000,0.467155908785922,0.7371979352245215 0.5250799629330702 0.40478022170157707 0.3180109706151757,0.9887673353993117,0.9888299519900883,153237,154968
gen,mul-eng,369000,0.4714136855395477,0.7421300054998298 0.5309023532147599 0.41077245945400104 0.32355276110634784,0.9854666210322778,0.9855712147023902,152732,154968
gen,mul-eng,154000,0.4597839632015018,0.7267872880916585 0.514549215269077 0.394567956834657 0.3080662960418098,0.9957578956663439,0.9957668679985545,154312,154968
gen,mul-eng,314000,0.4693948904664366,0.7369337411071188 0.5268203811002927 0.4071560818836023 0.3203289307647009,0.9895240015953387,0.9895784936244902,153353,154968
gen,mul-eng,294000,0.47160613923291766,0.741748640317292 0.5309144622398176 0.41089482552832973 0.3236193236510573,0.9858658924753899,0.9859648443549636,152793,154968
gen,mul-eng,149000,0.45920004936167763,0.7262166852288326 0.513861833480235 0.39379861057039284 0.30676454074736426,0.9965611338261985,0.9965670331939497,154436,154968
gen,mul-eng,399000,0.4791454057728155,0.7457472165083097 0.5367212624336251 0.4176452058869853 0.3307616096460718,0.9881015228999641,0.9881717515874245,153135,154968
gen,mul-eng,382000,0.47506599631938107,0.7420385904945793 0.532615759241692 0.4130254340209518 0.3258945950780173,0.9891913991473791,0.9892493934231583,153302,154968
gen,mul-eng,332000,0.47269863764674447,0.7414938844921185 0.5311654740943319 0.4117817276242755 0.3250451745162892,0.9865004760132473,0.9865907800320066,152890,154968
gen,mul-eng,31000,0.35077165301013563,0.6416811508687315 0.4030785687073235 0.28429873491248603 0.20587994347389763,1.0,1.0061238449228227,155917,154968
gen,mul-eng,578000,0.48551245595394255,0.7484552092237222 0.5424263255424712 0.42426228935039506 0.33732986663017506,0.9888978354954577,0.9889590108925713,153257,154968
gen,mul-eng,423000,0.46734941719106193,0.7385574727309607 0.5261686306257684 0.40638708545358837 0.31947087933003426,0.9861014543603995,0.9861971503794331,152829,154968
gen,mul-eng,447000,0.48028619244528087,0.7460004569041481 0.537748542383017 0.4187886949526041 0.33164818267033186,0.9885585002150306,0.9886234577461154,153205,154968
gen,mul-eng,76000,0.43642839290516183,0.7130834318988263 0.49228331932554353 0.37172788524233863 0.2860370017883849,0.9929155010778821,0.9929404780341748,153874,154968
gen,mul-eng,1000,0.0,0.03328742352512037 0.00041681870117694686 0.0 0.0,1.0,4.9710327293376695,770351,154968
gen,mul-eng,261000,0.4757725404519553,0.7406285153227432 0.5313472158135243 0.41222529623636267 0.3256709793577021,0.9923759678131957,0.9924048835888699,153791,154968
gen,mul-eng,158000,0.46085110202588153,0.7281004383803273 0.5160002671039257 0.3960469853929175 0.30921560044191526,0.9950577772822197,0.9950699499251459,154204,154968
gen,mul-eng,472000,0.4771676250883827,0.7467362924281984 0.5371215481659136 0.417704802570762 0.3307140960976905,0.9835138214582306,0.9836482370553921,152434,154968
gen,mul-eng,186000,0.4718835752329147,0.7361868158220506 0.5256699242210787 0.4067323850938133 0.32059145103347736,0.9956217997458737,0.9956313561509473,154291,154968
gen,mul-eng,58000,0.41533242832757994,0.6935797854107786 0.46906713216367346 0.34864215872577137 0.26471015545547,0.9977583192262852,0.9977608280419183,154621,154968
gen,mul-eng,412000,0.46883627894604435,0.7393030985030881 0.5276526535904604 0.4078895428907271 0.32097133976805403,0.9862257566326024,0.9863197563367921,152848,154968
gen,mul-eng,580000,0.4853023510843044,0.7475288840205513 0.541900901102675 0.42378386874252333 0.33684841348276806,0.9896478843314521,0.9897010995818492,153372,154968
gen,mul-eng,180000,0.46860022989356764,0.7321730925823005 0.5213172422457562 0.4022210908714373 0.3159449430981945,0.9985147206855157,0.9985158226214444,154738,154968
gen,mul-eng,561000,0.4847322830627938,0.7476503851346504 0.5414718666447594 0.4233100966158254 0.3362891434462011,0.9893283663514916,0.9893849052707656,153323,154968
gen,mul-eng,139000,0.4596396715594896,0.7281085076310637 0.5144904423163938 0.39461300470582117 0.3077139463649434,0.9952782375470932,0.9952893500593671,154238,154968
gen,mul-eng,330000,0.4722879386193437,0.7385512724428949 0.5290852111625131 0.40988341652413696 0.3232235155691894,0.9901237135989729,0.9901721645759124,153445,154968
gen,mul-eng,516000,0.4698249248898691,0.7428941247585382 0.5307780949440022 0.41064323461168606 0.3236355507297289,0.9819646430205412,0.9821253420060916,152198,154968
gen,mul-eng,290000,0.4719908177137646,0.7390207985821518 0.529023402239513 0.4094378964082252 0.322365173554587,0.9902996484761053,0.9903463940942646,153472,154968
gen,mul-eng,147000,0.4602088839265438,0.727478338636614 0.515183641998191 0.3951826638258068 0.3080927443284157,0.9957254935485039,0.9957346032729337,154307,154968
gen,mul-eng,507000,0.47625376778576467,0.7448483142020862 0.535388470425832 0.4160431376681772 0.32891519071766584,0.9853684154573326,0.9854744205255278,152717,154968
gen,mul-eng,171000,0.4655958692640224,0.7335340634185677 0.5215523978950032 0.401877779034658 0.31530843000125636,0.9922524195490134,0.992282277631511,153772,154968
gen,mul-eng,395000,0.4801880612995781,0.7451923390223717 0.5366415972781807 0.4178126417926076 0.33102578916959924,0.9901758456468384,0.9902237881369057,153453,154968
gen,mul-eng,266000,0.4750801294616727,0.7410838079739626 0.5314381520119225 0.4119763713668363 0.32513343189992344,0.9912960340370728,0.9913336946982603,153625,154968
gen,mul-eng,190000,0.47199367312472756,0.7377068342987765 0.5267421207910049 0.40778537246284924 0.3212823298374629,0.9936560759277879,0.9936761137783284,153988,154968
gen,mul-eng,216000,0.4666787830794318,0.7354557291666667 0.5230408049189491 0.40326445956897977 0.31685598313457725,0.9911332931636877,0.9911723710701564,153600,154968
gen,mul-eng,424000,0.4683909834222253,0.7389851347551126 0.5270298617041999 0.40723140858159884 0.3202852614896989,0.9866116507912356,0.9867004800991173,152907,154968
gen,mul-eng,500000,0.478805761702704,0.7460933156286998 0.5370839390351732 0.4181180391125143 0.3313147326146692,0.9864285328942788,0.9865197976356409,152879,154968
gen,mul-eng,468000,0.4773960881770509,0.7461559636635338 0.5368647154691361 0.41759507584084415 0.33061549064305784,0.9844317116574325,0.9845516493727737,152574,154968
gen,mul-eng,28000,0.33673710126906137,0.6312068545959861 0.38807018057089365 0.27053337766070806 0.194026496695574,1.0,1.007679004697744,156158,154968
gen,mul-eng,132000,0.45759496482717504,0.7238054134834645 0.5100245182856343 0.39041007620733204 0.30422230241789966,1.0,1.0017681069640183,155242,154968
gen,mul-eng,253000,0.4749675037003008,0.7387173396674585 0.5295297079332546 0.41070142402179854 0.3241190036419038,0.9942922751451229,0.9943085024004956,154086,154968
gen,mul-eng,541000,0.4818332778615823,0.7455171424472816 0.538551707145897 0.4202142988132352 0.3331370590400084,0.9895826847845228,0.9896365701306076,153362,154968
gen,mul-eng,408000,0.47291942685638083,0.7425283295386146 0.5315809592336923 0.4119303478222729 0.32522439658726887,0.9861995889994294,0.9862939445562955,152844,154968
gen,mul-eng,535000,0.4776251825313521,0.744435731555904 0.5356386362785824 0.41662798539161505 0.32953478311333395,0.9874156698305133,0.9874941923493883,153030,154968
gen,mul-eng,466000,0.47809128102894555,0.7466292613543257 0.5376301281377217 0.4183038148337056 0.3313963352561927,0.9843596217190907,0.984480666976408,152563,154968
gen,mul-eng,539000,0.4815456056532555,0.745632347376799 0.5383345410537796 0.4201263577339497 0.33316145597659663,0.9890870307251379,0.9891461463011718,153286,154968
gen,mul-eng,12000,0.11036772810886017,0.3909565217391304 0.13951398135818907 0.0715427260562034 0.03802390638611238,1.0,1.0945808166847348,169625,154968
gen,mul-eng,137000,0.4577375343995444,0.7238287654432554 0.5103655431485568 0.39090055396173096 0.3043676163283885,0.9997031204642802,0.9997031645242889,154922,154968
gen,mul-eng,47000,0.3922791813238543,0.67180683063085 0.44523875726223056 0.32546357107521195 0.24324351950282116,1.0,1.0072466573744256,156091,154968
gen,mul-eng,335000,0.4721960986495328,0.7414102161511488 0.5310310197780126 0.4113957914864877 0.32437975031448535,0.9862780898730816,0.9863713798977853,152856,154968
gen,mul-eng,160000,0.4603174243642516,0.725680367776851 0.51419761302631 0.3944564372679389 0.3074864368626882,0.9980040506976828,0.9980060399566362,154659,154968
